id,text
1886,"India Pale Ales are the hoppiest style of beer, and this one won’t disappoint. We use generous amounts of Cascade and Mt. Hood hops, with a final dry hopping in the serving vessel to give this beer its signature bitterness."
1887,"The brewmaster’s pet. This rich and complex black beer has a smooth, deep, roasted flavor. The chocolatey-coffee finish in this brew comes from a mix of crystal, black, and chocolate malts."
1888,"An opaque black bear, big bodied, malty & hoppy aroma with thick roasted coffee undertones."
1889,"The name means ""the Jester"". All the brews from this micro brewery got names from medieval titles."
1890,Introduced in April 2005.
1891,Formerly known as Terrapin Coffee Oatmeal Imperial Stout and Wake-n-Bake Coffee Oatmeal Imperial Stout.
1892,"Light golden in color. Dry and crisp with a semi assertive, Fuggles hop bitterness. Hops are prominent but not overwhelming. Overall, a well balanced representation of the golden ale style."
1893,"Brewed for Rötger Feldmann, Bordesholm."
1894,"The lightest in our family of ales, a true single malt. Refreshing to taste, gorgeous to look at and a great introduction to the extraordinary world of craft-brewed Michigan beers. This light golden ale comes with a distinctive malt flavor and just a kiss of hops."
1895,"The name means ""the executioner"". All the brews from this micro brewery got names from medieval workmen titles."
1896,"The name means ""the Chimney-sweeper"". All the brews from this micro brewery got names from medieval titles."
1897,A full-bodied stout brewed with elderberries. Mom picked 200 lbs. of elderberries to go in this special stout giving it a unique flavor and character. This stout is nitro-poured for a delicious creamy taste.
1898,This British style ale is single hopped with Cascade Hops in the kettle and also dry-hopped with Cascade. It is being served from the cask hand pump.
1899,"Pisner malt. Hops: Magnum, Spater Select, Tettanger."
1900,"Alpine Fest is a hearty Oktoberfest style lager. Deep copper in color and quite malty, Alpine Fest is brewed each fall to celebrate our own Oktoberfest in the brewpub. You can taste the “oom-pah-pah” in every liter mug you consume!"
1901,Hops: East Golding and Cascade.
1902,"Double the malt, double the hops, and double the flavor of the original Rye Pale Ale recipe."
1903,Help us celebrate American Independence and American Beer Month in July with the release of the Terrapin All-American Imperial Pilsner.
1904,"A touch darker and meatier, this pale is lighter on the torso yet stronger on the mouth."
1905,"Rather light with a nice hop finish, this ale is a pub favorite and sure to impress."
1906,"A light ale loosely in the Canadian tradition, pale in color and lightly hopped to about 18 IBU's with an ABV of 4.2%."
1907,"American classic. True to style, this beer is blond in color with a low bitterness that makes this a smooth drinking beer. It's brewed with German malt and flaked maize. It's hopped with Perle and Sterling hops to about 14 IBU's."
1908,Brewed for the Swedish market.
1909,"In 2010, the ABV was changed from 7.2% to 7.0%."
1910,Aged in first use Woodford bourbon barrels for a year.
1911,Introduced in October 1999. 
1912,Brewed at Privatbrauerei Wittingen.
1913,"The name means ""Danish drought beer"". However, the beer is all Swedish and only available in cans."
1914,Sweden's most sold &gt;3.5% beer since 2002.
1915,Dunkelweizen translates from German to mean dark wheat. Gordon Biersch Dunkelweizen highlights the undertones of dark-roasted malted wheat and the unique flavors produced by our special Hefeweizen yeast strain. Our Dunkelweizen adheres to all of the traditions of the Reinheitsgebot (German Purity Law of 1516) and is naturally carbonated.
1916,"Malt: Pilsener, caremel"
1917,"OG: 1056, FG: 1015"
1918,"Apex: The highest point, the culmination or climax. In racing, the apex of the turn is approached differently as conditions dictate, but always with a forward looking mindset. This beer is the culmination of years of brewing and drinking hop forward IPAs. We reserve the right to move forward to the next Apex."
1919,"The original Sixpoint homebrewed IPA formulation, first brewed in 1999 and released commercially in 2005. "
1920,"Our bedrock Brown Ale, and one of the first beers ever brewed by Sixpoint. A smooth, malty trip down a hop-lined Brooklyn street."
1921,"If you traced from 2004, you’d see that SWEET ACTION is a representation of our palates at any given point in time… it’s a vibe more so than it was ever one distinct formulation. This version, a juicy, blonde wheat ale, is the latest iteration in that story."
1922,"First brewed in 2005, this Abbey-inspired brew uses an authentic Abbey yeast, belgian candi sugar made from beets, and American hops for a unique Sixpoint formulation."
1923,A wholesome wheat beer brewed with sweet Nebraska Sand Hills honey.
1924,"Brewed with dandelion, chamomile and orange peel."
1925,"Our Nut Brown Ale is meticulously crafted with British pale and crystal malts, as well as specialty roasted malts from the U.S. This gives the beer a very malty flavor and aroma, with hints of nuts and baking bread. In keeping with tradition, it is hopped and dry hopped with the highest quality English Kent Golding hops. The Hops give the beer a subtle earthy hop flavor without overpowering the malt character. The result is a bronze colored ale that is refreshing and pleasantly aromatic with a sweet malty taste. Our Nut Brown Ale is sure to please anyone who is looking to explore brews with flavor and diversity."
1926,"Brown Ale aged in used Pinot Noir barrels from local Sonoma County wineries. It is aged for about 12 months with sour cherries, brettanomyces, lactobacillus, and pediococcus added to each barrel. Flavors from the cherries, Pinot Noir and oak balance each other nicely with a little funk from the brett."
1927,"Brewery description: This strong ale, with its deep mahogany color and intense fruity nose is our interpretation of a classic English barley wine. Its enjoyment lies in the balance between the rich maltiness, hoppy aroma and alcoholic warmth."
1928,"A sour brown ale inspired by the enigmatic monastic brews of Belgium, and the mysterious mist shrouded jungles of the tropics. Brewed with real cacao, and spiced with cinnamon and sweet orange peel for a sensual delight. A brew to be sipped, savored, and enjoyed!"
1929,"Unfiltered and opaque, full-bodied, low bitterness, with a touch of sweetness. This beer has a smooth silky finish from the oatmeal that we add to the mash."
1930,This medium-bodied golden ale has a light bitterness and a fruity aroma and finish.
1931,"Another twist on the American pale ale style. This is a deep amber ale that uses pale and dark crystal malts. It is generously hopped with Centennial and Chinook hops in the kettle, Cascade in the hop jack and finally, a healthy dose of pungent Columbus for dry-hopping. The result is a very American hop flavor and aroma seated into a rich malt background. The body is medium and hop flavor intense. (O.G. - 14.25P/1057. Hops - 52 IBUs.)"
1932,"This is a very special brew that you will only see once a year when we make our Owd Mac's Imperial. The Owd Mac's is made from a huge grain bill and only uses the first, sweetest worts. There is enough sugar left in the mash to make another full strength beer. The result is the Uptown Brown. It has a great roasty malt flavor and a deep brown color. It is gently hopped with Vanguard and Ahtanum hops to round out the flavor and aroma. The finish is extremely smooth. Although the bitterness level and the original gravity are identical to the John Brown Ale and the color is similar (though a bit darker), you will find this to be a completely independent brew. (O.G. - 13P/1052. Hops - 18 IBUs)"
1933,"Brace yourself. Denogginizer is a massive Double IPA that's sublimely hopped with an over-the-top dosing of dank, sticky West Coast hops. With just enough malt backbone to keep this big, resinous hop monster in check, don't be afraid to lose your head to the Denogginizer."
1934,Brewed for the Swedish ice hockey team Brynäs' supporter club 2002-2004.
1935,Malt: Münchner and Pilsner
1936,Malt: Pilsner
1937,"A weaker variant of the Carnegie Porter, sold at grocery stores in Sweden. According to the brewery, this beer is bottom fermented. "
1938,"Southern Pecan Nut Brown Ale is the first beer in the world, to our knowledge, made with whole roasted pecans. The pecans are used just like grain and provide a nutty characteristic and a delightful depth to the flavor profile. This beer is very lightly hopped to allow the malty, caramel, and nutty flavors shine through. The color is dark mahogany. Southern Pecan won a Bronze Medal in the 2006 World Beer Cup in the Specialty Beer category."
1939,"Jefferson Stout, Lazy Magnolia's original Sweet Potato Cream Stout, is Lazy Magnolia's version of the ideal Southern-Style Stout. Jefferson Stout is brewed with sweet potatoes and lactose (milk sugar). The sweet potatoes provide the background to an impressive taste with added notes of roasted chocolate, coffee and caramel flavors."
1940,A pale ale with a touch of amber malt. This ale is all about the hops. If you consider yourself a hop-head then this is the beer for you. With three different hop varieties we think you’ll enjoy the flavor that fills the glass first and your nose second.
1941,"Maharaja is derived from the sanskrit words mahat, meaning “great”, and rajan, meaning “king”. Much like its namesake, this imperial IPA is regal, intense and mighty. With hops and malts as his servants, he rules both with a heavy hand. The Maharaja flaunts his authority over a deranged amount of hops: tangy, vibrant and pungent along with an insane amount of malted barley – fashioning a dark amber hue and exquisite malt essence. Welcome to his kingdom!"
1942,"Light, tasty & full of character, our summer wheat ale is brewed with a combination of domestic and continental wheat and barley malts, lightly hopped & fermented with a Belgian wit yeast, resulting in a delightfully tangy & refreshing flavor."
1943,Discontiued in August 2011.
1944,"Have you read the description for the regular Crooked Tree yet? Well this beer is almost the same just double the flavor and alcohol. We actually took the Crooked Tree recipe and doubled all of the ingredients except the water, just the way a DOUBLE should be made. Big hops balanced with tons of malt give this beer a huge body. Although this beer is as cool as ""The Fonz"" when first purchased, it gets really mellow and smooth with some age. After a year or two stored in a cool dark place you'll notice the heavy caramel and malt flavors are trying to sneak past the hops. This beer is hugely delicious so it will need your undivided attention (the chores can wait....trust us). "
1945,54.2 IBU
1946,"This light lager has been sweetened with strawberry juice and natural strawberry flavors. This is an easy drinking, highly carbonated, refreshing beer that is on the sweeter side, tastes like fresh strawberries in a glass."
1947,"A Munich style dark lager, Dunkel, was also brewed at the brewpub on Victoria Street from 1989 to 2003. It was reintroduced in early 2005 at Black Oak, and is now also brewed at Cool Beer Brewery. It is enjoying popularity amongst aficionados and those who have discovered it more recently. "
1948,"An American pale ale brewed with Cascade hops and hop-backed with Citra. A real refresher with a spicy, citrus aroma and a slightly nutty malt flavor."
1949,"Märzen is our ""March"" beer. It symbolizes the beginning of Spring. This is an amber colored beer with a rich malty character. There is a hint of hops but the overall profile is smooth and very drinkable."
1950,Formerly known as Tongerlo 6 Dubbel Blond
1951,"The distinctive hop character of our 5 Barrel Pale Ale is due to the extraction of essential oils from select hops. We treat 5 Barrel Pale Ale to an infusion of fresh whole hop flowers in the Hop Back and the Fermentor, as well as four hop additions during the kettle boil. We like how this gives the beer a fresh, lively flavor and aroma."
1952,A gluten free offering.
1953,This is now brewed at Big Rock Brewery.
1954,"Free State's version is a rich, malty beer with notes of chocolate and roasted malt overtones. The flavor has been mellowed by conditioning on a blend of French and American oak. Served unfiltered. (O.G. - 18.4P/1074. Hops - 30 IBUs)"
1955,O.G. - 14.2P/1067. Hops - 30.5 IBUs
1956,3.3% ABV in some states in the USA
1957,Formerly known as Hop Juice.
1958,"Also known as the “Baby Bock” it was first brewed to celebrate the birth of Natalie, the brewmaster’s daugher. This dark and malty lager, with a toasty warm finish, has a Dortmunder style. Enjoy one in celebration of life!"
1959,"The deep red color gives you a hint of this ale’s full flavor. It’s rich maltiness comes from Crystal and Vienna malts, and Golding and Cascade hops give it a subtle bitter finish."
1960,"A super fruity, dry hopped, Belgian sextuple, with notes of cardamon."
1961,Our version of the Imperial Stout style uses 5 specialty malts that produce the rich roasted and coffee- like flavors. It is brewed to a rich black color with a full body. Hopping is fairly light and not assertive. The yeast used for fermentation is an authentic English strain. This is a delicious winter dessert beer for those cold winter evenings.
1962,Northern California Inspired Red Ale
1963,"As craft beer pioneers, we embarked on an expedition to brew the benchmark West Coast IPA. We ventured into the unknown and struck gold, discovering a tantalizing menagerie of hops. Simcoe for tropical and grapefruit zest, Columbus for hop pungency, Centennial for pine notes, Citra for citrus zest and Cascade for floral aroma are layered throughout the brewing process. West Coast IPA® exemplifies the Green Flash spirit of adventure and discovery."
1964,"Coeur de Saison - Heart of the Season! This is the second beer that Free State has produced using a blend of special Belgian yeast strains. There is just a hint of anise and a background pepperiness from the grains of paradise, but most of the flavor comes from the yeasts. Served unfiltered but fined, so expect a bit of a haze. (O.G. - 16.85P/1067. Hops - 25)"
1965,"471 is a small batch, limited edition ale that was created by our Brewmaster to separate the weak from the strong. 471 is a double IPA, that combines Pale, Munich, Caramel-30, Carapils and Torrified Wheat malts, with Chinook, Centennial, Simcoe and Fuggles hops. It has a big sweet mouthfeel, followed by more hoppiness than you've ever had at one time. Enjoy."
1966,"Go big with our First Trax Brown Ale! Brewed with eight specialty malts, we created a surprisingly smooth chocolaty and nutty brew. Refreshing and fulfilling, it's the perfect close to a day in the mountains all year long. Brewed with eight specialty malts this deep brown ale has a surprisingly smooth mouthfeel. Roasted malts result in a wonderful chocolaty & nutty brew."
1967,"Oats give this rich and very dark beer a silky mouth-feel with rich notes of chocolate and coffee. This very dark colored beer is well balanced with strong hop bitterness, made with Pilgrim and Fuggle Hops, and strong roasted malt flavor."
1968,"Golden Ale is our best selling beer- in fact, Golden Ale, Pilsner and IPA account for 75% of the beer sold at our restaurants. This favorite brew is made with Spalter Select, cascade and centennial hops and features a low bitterness, floral hop character and mild biscuit malt flavor."
1969,This straw-colored beer is dry and light-bodied with medium bitterness and fine hop. The people of Köln are very loyal to their native brew - drinkers in local pubs rarely order any other beer.
1970,"This beer was initially brewed by the now defunct Seigneuriale brewery in Boucherville. Unibroue decided to revive it in 2012, in honour of its name and unique recipe."
1971,"Generous amounts of roasted and black barleys give this Irish ale its coffee-like flavor and deep, roasted finish. It takes 7 different grains to achieve this flavor profile and the brewing of this fella is something akin to rocket science!"
1972,"Lighthouse Lager takes one back to simpler times. Our lager has a bright, straw colour with a subtle malt aroma and a clean, classic flavour. Lightly hopped, Lighthouse Lager leads to a simple, refreshing finish you are sure to enjoy every time."
1973,"Big Wave is light golden ale with a subtle fruitiness and delicate hop aroma. A smooth, easy drinking refreshing ale. The lightly roasted honey malt contributes to the golden hue of this beer and also gives a slight sweetness that is balanced out by our special blend of hops."
1974,"Harboe Christmas Beer 5.7% is an attractive golden beer with a nice head. The taste combines dark malts and glucose, producing the rounded bitter-sweet taste characteristic of Harboe's Christmas Beer."
1975,"The contents of the bottle is the same every year, but the label (made by Danish artist Irene Sirian) is different for each year."
1976,Developed by brewmaster Christian Luxhøj.
1977,Alias Poretti Chiara Originale
1978,"The Premium Lager has been brewed lighter in body and flavor to respond to the American taste. Similar to American light lagers, but much fresher and more flavorful."
1979,Torch Pilsner
1980,Retired in name only. Now called Hoppyum IPA.
1981,Replaced with the Chocolate Hazelnut ale.
1982,"Crafted from page 50 of the Sleeman family recipe book, this dark ale reappeared in 1993. With its rich sugary malt flavours – from a mix of Pale, Carastan and Black malts – and aromatic hops, it's a red ale that shares characteristics with traditional pale ale as well as brown ale."
1983,"Winner of the World Beer Cup, Strong Scotch Ale style, in 2001."
1984,13.6 degrees Plato
1985,"Alaskan IPA is honey gold in color with a fruity, citrus aroma. An enticing blend of hops and our dry hopping process, in which hops are added directly to tanks during fermentation, give this brew a very intense, complex aromatic character with a refreshing hop finish."
1986,Fish Paralyzer is a Belgian-style pale ale that is moderately hopped with Tradition and Saaz. The grain bill calls for a combination of specialty malt to produce its sweetness and copper color. The Belgian Ale yeast used provides a strong Belgian essence to phenolic and spicy flavors and aromas.
1987,"Full-bodied, very hoppy, with citrus, pine, fruity notes and a nice dry, bitter finish!"
1988,Our American pale ale is aggressively hopped with Challenger and Cascade and has a sweet caramel finish. The flavor that launched RJ Rockers – and brewer Mark Johnsen’s personal fave.
1989,"A robust American-style stout brewed with six different malts. It has a rich, full body with coffee and chocolate overtones. The perfect dessert beer."
1990,"This stout is black in color, with roasty malt and chocolate on the nose. It is very refreshing with a dark bittersweet chocolate dryness. At 3.5% we might have found a session beer at Kuhnhenns!!!"
1991,"""A hint of smoked malt compliments the chocolate malt in this surprisingly light bodied Schwarzbier. Experience Kidd's intriguing aroma and complex flavor as you enjoy this remarkable style of beer."""
1992,"If you are looking for something crisp, refreshing and pale (in the North American style), our Red Fife Wheat beer is your best choice. The (distinctive) wheat malt flavor is complemented by a hint of German hop and aroma to achieve the perfect balance. The name commemorates the wheat variety developed in Peterborough County which has grown across Canada in the early 20th Century."
1993,"England is rightly famous for its traditional draught ales, full of hop character, but moderate alcohol content; the kind of beer Dickens' Mr. Pickwick would have enjoyed. Our Best Bitter is a tribute to these ales, with a blend of malts creating a deep copper colour and full, rich flavour. This is balanced by enough hop flavour and aroma to make it earn the title ""Best"" Bitter."
1994,"The inhabitants of the rugged hills and dales of northern England and Scotland like their beer strong, dark and sustaining, with the mellowness of age. So it is with our Olde Ale, a hearty, malt-accented brew which lives up to the promise of its dark brown colour. This is not just any old ale, mind you, but Wilde Olde Ale, to honour the somewhat peculiar playwright."
1995,"Brewed exclusively with an enormous, almost reckless, amount of first harvest noble hops - Hallertau Mittelfrueh from Germany. 110 IBUs. The ""murkiness"" is from hop particles, which are literally in suspension and create a permanent haze. It's part of the overall experience, and was intended."
1996,Local name - La Blonde d'Esquelbecq
1997,"If the river were made of beer, it would run amber. First brewed as the house beer for our Santa Fe based steakhouse, Rio Chama Amber Ale has become a cult favorite. This easy to drink, yet flavorful ale is brewed with a blend of pale, toasted and caramel malts. Its spicy, dry hop character complements the malt with a nice balanced finish."
1998,"Introduced in April 2005. Since March 2009, this beer is made of organic ingredients. "
1999,Pilsener malt. 
2000,"In 2001, the brand ""Pripps Fat"" was sold to Galeata Spirits and renamed to ""Three Towns Fat"". ""Fat"" means ""keg"". It is still brewed by the same brewery, now Carlsberg Sverige."
2001,Introduced in 2005.
2002,This is a strong German-style lager. It is mahogany in color and full of malt flavor. Brewed entirely with Munich malt and aged 12 weeks prior to release.
2003,"A robust, full-bodied stout made with hand-pulled organic espresso from our friends at Green Mountain Coffee Roasters."
2004,A robust brown ale with a delicious hop presence.
2005,An American pale ale made entirely with Amarillo hops.
2006,"Light and smooth beer brewed with a touch of coriander for a subtle, spicy aroma."
2007,"This is traditional style of altbeir from Düsseldorf, Germany. Alt literally means old in German. Staying as true to the recipe as possible, the Headwall Alt is brewed using German malts, plus German and American hops. Like the Pale Ale, the Headwall Alt is cold conditioned, dry-hopped and krausened in the bottle or keg. Similar to the Pale Ale, the process takes about 30 days."
2008,"This American style wheat beer is a medium bodied, low bitterness summertime brew. Now enjoyed all year round."
2009,The lightest of our house brews. It's copper color with a subtle hop flavor makes this thirst quenching beer a popular favorite.
2010,"This India Pale Ale offers the hop lover a taste of generous amounts of Amarillo, Cascade & Centennial hop additions. Not a beer for the novice."
2011,Quisqueya Extra es una cerveza tipo pilsener lanzada a mediado de los setenta. Para su elaboración se utilizan selectos y finos ingredientes que hacen que su sabor y aroma sean únicos. 
2012,West Coast Pale Ale. The perfect balance of five diffent malts and hand selected Hops. The distinctive flavour and aroma make this one truly smooth and inviting beer.
2013,Introduced in 1995.
2014,Introduced in 1989.
2015,Introduced in 1994.
2016,Introduced in 2003.
2017,Introduced in 1995.
2018,Introduced in 1982.
2019,Introduced in 2000.
2020,Introduced in 1985.
2021,"Introduced in 2002. Brewed with wheat, oat, thyme and bitter oranges."
2022,"A light golden colored Franconian style Helles Lager. With a slightly sweet malt body, a noble hop profile and a crisp finish this beer is as traditional as we’ll ever get."
2023,Local name - (Flandre-Kent) Les Frères De La Bière
2024,Introduced in May 2005.
2025,"A black Irish Ale with garnet hues and a tan head. Aroma of chocolate and coffee are followed by the rich flavors of roasted barley, with a dry finish."
2026,"Porter is a style of beer which originated in London, England in the 1700's. It became very popular there until it's decline in the 1930's. A separate style of beer evolved from a porter, called a stout. Now a porter is typically the step between a brown ale and a stout in both color and body. Our Penance Porter is a robust porter. The color is very dark but not black. You may notice some dark red color. The aroma is noticeably roasty with a complex ester (fruit-like) quality. It is also dry hopped with Cascade hops, so you my notice a floral note in the nose. The body will be quite full and rich with caramel notes and more roastiness. When the beer finishes the bitterness from the hops nicely balances the caramel maltiness, then lingers for a moment before it's gone."
2027,"The big, malty scent of the Harpoon 100 Barrel Series Maibock is present just above the floral hop nose. The combination of five malts creates a full, smooth texture that yields a clean, dry bitterness. This is a full-bodied beer with a pronounced hop and malt character."
2028,"A vintage´04 ""Big Beer Series"" Imperial Stout aged in Jack Daniel´s oak casks."
2029,American-style Barleywine aged in 1st use Heaven Hill Reserve barrel.
2030,Spiced with coriander and star anise.
2031,"This bigger, brawnier version of our IPA has more malt, hops and alcohol and can’t be disqualified from being recognized as one of the world’s great beers."
2032,"This dark brown German lager is dominated by Munich malt, with a bready and malty nose. With mild caramel and chocolate notes this beer is robust while being drinkable like a lager. It leaves the palate malty with a medium-dry finish."
2033,Hopped with Amarillo.
2034,Brewed with Muscovado sugar.
2035,An organic lager with extra hops.
2036,"""Fnug"" is Danish for ""flake"" as in ""snowflake""."
2037,An organic brew.
2038,An organic brew.
2039,An organic brew.
2040,"The name of this organic lager is a play on words: It can be read as ""Christmas Pure/Clean"" or ""Chrismas Raindeer""."
2041,"The flagship brew that kicked off our whole beer-as-a-charity movement, FINNEGANS Irish Ale is a full-flavored, medium-bodied ale with a caramelly, malty finish. While most beers provide temporary bliss, FINNEGANS Irish Ale fills your soul with deep-rooted goodness. It’s charitably delicious, making it good in every sense of the word."
2042,"This beer has a very full and complex flavor that is best enjoyed slowly, allowing the different flavors time to develop on your tongue. You will find that it changes as you progress from the first taste to the lingering finish. The malty sweetness is well balanced and blended with hop bitterness, giving a full, rich blend of flavors. A generous quantity of pilsner malt is joined with a little bit of caravienne for color and some carapils for body, along with plenty of Munich malt for flavor and aroma. This beer is lightly hopped with Yakima Perle and German Hallertau."
2043,"This is an imperial IPA that features three very potent American hop varieties: Columbus, Chinook and Cascade . . . hence the name C3. Hops are added at just about every stage of the brewing process, from the mash all the way through to a very generous 'dry hop.' This beer needs a lot of strength to support all those hops, so note the high original gravity. (O.G. - 19.85P/1082. Hops - 95 IBUs)"
2044,Replaced by Two-Fisted Irish Stout.
2045,Available in the 12 Beers of Summer sampler. Not to be confused with Saranac Summer Brew (a German Radler).
2046,"An exciting and very light bodied ale, custom brewed with 50% malted wheat."
2047,"An authentic Czech pilsner, light in body, crisp, crafted with Belgium malt and hopped 3 times with Czech Saaz."
2048,Pick up this brewnette and you’ll never let go! A smooth brown ale with a hint of sweetness.
2049,"The name means ""the Knight"". All the brews from this micro brewery got names from medieval titles."
2050,"While ales are fermented for relatively short periods of time at room temperature, lagers employ a special variety of yeast and much cooler fermentation temperatures to achieve their truly clean, dry flavour profile. Our Lion's Gate Lager has a light body, a very crisp palate and a soft, hop finish, which is imparted by the exquisitely gentle Czech Saaz hop variety. The Lions would approve."
2051,"The term ""Pale Ale"" dates back to the 1800s when all beer was dark brown in colour. New malting techniques led to the development of pale malt, a barley malt kilned at low temperatures which contributed very little colour to the finished beer. Hence the birth of Pale Ale, an amber- to copper-coloured ale you could actually see through. Plenty of British Crystal malt in the grist lends this ale its rich colour, its caramel maltiness, and adds the occasional whiff of toffee to the nose. An addition of American and German hops to the kettle at the end of the boil is used to suffuse our Pale Ale with a gently spicy hop finish."
2052,"During the heyday of the British Empire, India Pale Ale was born as a strong pale ale brewed especially to endure the rigors of the long journey to the colonies. In order to guard against spoilage, I.P.A. was brewed with a high alcohol content and with liberal amounts of hops, which act as a natural preservative. This ale's golden amber colour only hints at its full-bodied flavour. Its sumptuous maltiness is tempered by a goodly amount of bitterness and a mouth-filling hop flavour. In order to finish our I.P.A. with a truly fresh hop bouquet, we dry hop this ale in the serving tank with both East Kent Goldings and Mount Hood hops."
2053,"A Belgian Style brown ale that gets it’s unique flavor from our house strain of Belgian yeast and a delicate balance of spices. Brewed with candy sugar, Curacao Orange and Thyme."
2054,"A medium-bodied IPA which merges the best ingredients from both sides of the pond. Brewed with English pale and crystal malts, this IPA is dominated with the Simcoe hop to provide a very aromatic hop presence with distinct bitterness and hop flavor."
2055,"L’Écume porte fièrement son caractère insulaire. Il s’agit d’une bière blonde au profil rustique et aux accents salins qui témoigne de ses origines maritimes. Rafraîchissante, elle vous enrobe d’une amertume franche, appuyée par de belles notes salines et végétales créée par l’utilisation d’ingrédients frais issus du terroir madelinot."
2056,"Fat Woody is a limited batch of our renowned Fat Scotch Ale aged on American white oak. The bold, smokey malt profile of the ale intertwines with the smooth, vanilla-like character of the wood for next-level incredibleness. "
2057,This cask conditioned high gravity porter is opaque with a crimson hue and full body. Its firm malt character contains strong toasted chocolate notes that melt away nicely on a warming alcohol backdrop. Enjoy!
2058,"OBASTID has created a unique partnership to brew with The Olde Burnside Brewing Company in East Hartford, Connecticut. OBASTID developed the Ale by working with 3 distinguished brew masters including Paul Zocco of Zok's Homebrewing, and is proud to introduce this quality microbrew."
2059,"Light bodied and flavorful, this American Amber Ale is spiced with flaked rye and a touch of magnum hops. Pleasurable and distinct, this beer tops everyone's list."
2060,"This beer is not currently being brewed by August Schell Brewing Co. It may have been brewed on a contract-basis in the past, but is not one of Schell's products."
2061,"""Dubbel"" in the name, but it is a Tripel."
2062,Re-branded as the 509 Style Pale Ale.
2063,"Inspired by local artist & roaster Michael Allen's eccentricly-named blend of coffee beans, Midnight Sun's brewers designed a beer recipe and flavor infusion process that perfectly captures the alluring aroma, satisfying flavor and curious legend of Allen's Arctic Rhino Coffee Blend. "
2064,"Dry Hop Orange A conundrum in the world of beer styles. This ale does not fit any conventional beer style. Orange in color, but not oranges are added to this beer, this beer has hop characteristics of oranges and tangerines. Grist: Premium Two Row, Crystal; Hops: Amarillo, Cascade, Horizon."
2065,A golden ale with vibrant hop tones and a dry finish.
2066,"Per the brewmaster, Greg Hall, ""American Barleywine""."
2067,"A good solid stout packed with all the flavours you’d expect with an extra twist; great malt base, dark chocolaty backbone from two perfectly balanced sources, soft carbonation and a subtle taste of tart cherry in the finish. The Hop character is just present enough to enhance the chocolate malt & cocoa. Cocoa notes in the nose and a chewy yet velvety mouth-feel. Gorgeous lacing remains on your glass. This addition to our seasonal portfolio showcases our brewing skill, focus on quality, character and consistently great flavourful beer. Slow brewed and hand crafted."
2068,Belgian yeast and American grains provide the distinct character and flavors of this blonde ale.
2069,"Brewed to raise money for a new brewery in Göteborg, run by former employees of Pripps Bryggerier. "
2070,"Swedish juniper smoked whiskey malt, Svalöv hops Julita."
2071,"During the 1800's, when the sun never set on the British Empire, beer being shipped to the Far East always arrived spoiled. To correct this situation, British brewers added large quantities of hops to their pale ales. (Hops act as a natural preservative.) The result is an intensely hoppy amber beer."
2072,A cask-conditioned porter. Our rendition is lightly roasty with a nice chocolate flavor.
2073,"Vital Spark is a beer that is hard to categorise, occupying a space between stouts, porters and milds, but it’s unique character has created a loyal following, including among many of the top beer writers and judges. Starting with hops on the nose then giving away to rich, dark malt flavours, this deep red ale is full of roast barley in the grist and well hopped with Amarillo and Cascade hops to give a unique and delicious flavour."
2074,"Aloha! We named our creation Hawaiian honey the style of this golden beauty is aptly named ""imperial honey blonde."" One hundred fifty pounds of clover honey added to the kettle after the boil consists of around 20% of the fermentable sugar. Don't let the light color fool you. This beer is loaded with a variety of unfamiliar aromas and flavors, all pleasing we hope. The Hawaiian Honey was brewed with many unknown factors hiding behind the finish line. It is quite possible that it is it the first of its kind. Abv is a staggering 13.0%. Our biggest beer yet, here's to another great benchmark brew for Chicago Brewing Company"
2075,"Hundreds of years ago in Germany, wheat beers were considered 'breakfast' or 'after church' beers, a testament to their light refreshing flavor and a tradition of drinking them on weekend occasions. We invite you to enjoy our Hefeweizen (hay-fa-VEIT-sen) any day of the week."
2076,Bottled version of Beaver Bitter.
2077,"Bière dense et moelleuse aux arômes de fruits mûrs et de caramel, pour toute dégustation authentique. "
2078,"""Bitter Golden Pale Ale"" formerly a Scottish Ale."
2079,A darker than dark Oatmeal Stout with complex coffee and chocolate flavours and a sweetness on the palate with a satisfying bitter finish. Maximum Moreishness!
2080,"This undefinable black brew is part black IPA, part American Stout, but 100% Diesel powered. Robust chocolate and roasted flavors, with thick pine hop flavor and aroma."
2081,Made with rye malt to provide a signature and distinct earthy character. Seasoned and dry- hopped with herbal and citrus hops. Truly righteous.
2082,"Hardly a mild beer! With big hop flavor & aroma, this light colored, medium-bodied ale is big in flavor & highly sessionable."
2083,"A dark, full-flavored ale with a rich, roasted slightly sweet malt flavor and a mild hop finish. Balanced chocolate malt roastiness with crystal malt sweetness. “Don’t be afraid of the dark”."
2084,This brew achieves its unique raspberry taste by the addition of only fresh raspberries at five seperate stages in the brewing process.
2085,Original Draught combines Sleeman's premium brewing heritage with the freshness and sociability of traditional draught beer. This unpasteurized lager goes down well in the company of friends.
